date,quantity,type,unit_price,total,client,where
2022.11.09 16:53,1,Gamma S,"3,128 ISK","-3,128 ISK",Demavendian,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 16:52,1,Gamma S,"3,128 ISK","-3,128 ISK",ien galaherrr,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 16:14,1,Gamma S,"3,128 ISK","-3,128 ISK",Dof,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 15:53,1,Gamma S,"3,128 ISK","-3,128 ISK",Sunhelg,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 15:19,30,Crash,8 ISK,-243 ISK,R0manych,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 15:05,10,Crash,8 ISK,-81 ISK,da ha,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 14:53,10,Crash,8 ISK,-81 ISK,MacGybo,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 14:47,10,Crash,8 ISK,-81 ISK,Rest Renalard,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 14:45,4,Gamma S,"3,128 ISK","-12,512 ISK",mini Barmen,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 14:36,10,Crash,8 ISK,-81 ISK,Shadow DuskMalik,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 14:23,4,Gamma S,"3,128 ISK","-12,512 ISK",Sephir07h,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 14:07,1,Radio L,"43,640 ISK","-43,640 ISK",Dragon Reckless,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 14:05,1,Gamma S,"3,128 ISK","-3,128 ISK",Bo-roo,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 14:05,6,Gamma S,"3,128 ISK","-18,768 ISK",Dragon Reckless,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 13:57,1,Gamma S,"3,128 ISK","-3,128 ISK",Cukor Falat,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 13:53,1,Gamma S,"3,128 ISK","-3,128 ISK",Marketolog Delovoi,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 13:44,1,Gamma S,"3,128 ISK","-3,128 ISK",DEADMINDS PODCAST,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 13:44,2,Gamma S,"3,128 ISK","-6,256 ISK",Raquella Anirule,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 13:15,1,Gamma S,"3,128 ISK","-3,128 ISK",Saigon Ric,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 13:07,9,Gamma S,"3,128 ISK","-28,152 ISK",Florealei,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 12:55,"1,000",Evasive Maneuvers Charge,500 ISK,"-500,200 ISK",warframe killer,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 12:55,1,Gamma S,"3,128 ISK","-3,128 ISK",Ilovexiao Auscent,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 12:39,1,F-90 Compact Sensor Booster,"3,202 ISK","-3,202 ISK",BOBKA MAPK0BKA,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 12:37,2,F-90 Compact Sensor Booster,"3,202 ISK","-6,404 ISK",Asa Hitomi,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 12:37,1,F-90 Compact Sensor Booster,"3,202 ISK","-3,202 ISK",Ragvalod,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 12:30,18,Radio L,"43,640 ISK","-785,520 ISK",Fobos Deimoss,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 12:30,12,Standard L,"20,120 ISK","-241,440 ISK",Fobos Deimoss,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 12:23,1,Gamma S,"3,128 ISK","-3,128 ISK",Giant Cins Chieve,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 12:09,1,Gamma S,"3,128 ISK","-3,128 ISK",Coffee Akachi,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 11:40,1,Gamma S,"3,128 ISK","-3,128 ISK",Speedwagon65,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 11:25,1,Gamma S,"3,128 ISK","-3,128 ISK",Nordic Leo,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 10:45,8,Gamma S,"3,128 ISK","-25,024 ISK",Lunar Argun,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 10:20,1,Gamma S,"3,128 ISK","-3,128 ISK",GAGAn Inkunen,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 10:12,1,Gamma S,"3,128 ISK","-3,128 ISK",Saaraxis,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 10:08,2,Gamma S,"3,128 ISK","-6,256 ISK",Melli van Dark,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 09:54,1,Gamma S,"3,128 ISK","-3,128 ISK",RedMasha,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 09:08,6,Gamma S,"3,128 ISK","-18,768 ISK",Chogyrt,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 08:55,1,Gamma S,"3,128 ISK","-3,128 ISK",Zlo495,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 08:54,1,Gamma S,"3,128 ISK","-3,128 ISK",Vesta Lada,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 08:51,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",Antinwah Nardieu,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 08:07,1,Gamma S,"3,128 ISK","-3,128 ISK",Manu Castellanos M,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 08:07,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",Sharky1Rainbow,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 08:06,2,F-90 Compact Sensor Booster,"3,200 ISK","-6,400 ISK",R0manych,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 07:58,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",Kevcorp300,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 07:53,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",Lilit Sunji,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 07:50,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",lSXKEl,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 07:50,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",lSXKEl,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 07:49,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",Nordic Leo,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 07:46,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",Cherry Drunk,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 07:00,4,F-90 Compact Sensor Booster,"3,200 ISK","-12,800 ISK",Sam SinCo,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 06:49,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",polamid,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 06:40,20,F-90 Compact Sensor Booster,"3,200 ISK","-64,000 ISK",hot moma sexy,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 06:30,1,Gamma S,"3,128 ISK","-3,128 ISK",Denis Pavlich,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 06:28,3,F-90 Compact Sensor Booster,"3,200 ISK","-9,600 ISK",Denis Pavlich,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 06:17,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",Mokebe2137,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 05:56,2,Standard L,"20,100 ISK","-40,200 ISK",ShadowShanoa,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 05:45,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",ShadowShanoa,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 05:39,18,Hornet EC-300,"6,009 ISK","-108,162 ISK",Asymptomatica,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 05:38,26,Hornet EC-300,"6,009 ISK","-156,234 ISK",Ivan Efremov,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 05:30,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",Shamino,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 05:29,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",GroxLol,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 05:28,1,Standard L,"20,100 ISK","-20,100 ISK",Shamino,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 05:28,7,Hornet EC-300,"6,009 ISK","-42,063 ISK",Shamino,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 05:27,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",HUKA HET,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 05:12,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",Radegast2066,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 05:09,1,F-90 Compact Sensor Booster,"3,200 ISK","-3,200 ISK",Plorer,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 05:09,1,Standard L,"20,100 ISK","-20,100 ISK",Plorer,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 05:07,1,Gamma S,"3,128 ISK","-3,128 ISK",SARACIN Aurilen,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 04:56,10,Hornet EC-300,"6,009 ISK","-60,090 ISK",Laurens en Daire,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 04:50,14,Variegated Asteroid Mining Crystal Type A II,"58,720 ISK","-822,080 ISK",Shpec,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 04:47,5,Hornet EC-300,"6,009 ISK","-30,045 ISK",Capt obviouse,Jita IV - Moon 4 - Caldari Navy Assembly Plant
2022.11.09 04:47,3,Standard L,"20,100 ISK","-60,300 ISK",Osstriker,Jita IV - Moon 4 - Caldari Navy Assembly Plant
